,index,channel_subCount,channel_viewCount,title_on_youtube,up_time,log_view,y
794,794,1537301,850365637,a$ap rocky - phoenix (explicit),1859,16.877813972982786,1
795,795,1787,521799,amber coffman - no coffee (video),595,11.587736047378403,1
796,796,16378269,9652665548,mako - smoke filled room (official video),1068,15.127308448397736,1
797,797,10513763,7076958012,sia - pictures,4050,14.179897388714542,1
798,798,19805,12266216,"100, i shute",530,10.291195939055033,1
799,799,3822,6437078,britney spears - someday (i will understand) [official music video],1898,12.316723641882957,1
800,800,75612,20677938,loreen - ride (official video),370,11.981227647576207,1
801,801,108759,110575446,kenny loggins - this is it,1046,12.362482200747769,1
802,802,5638680,3127411742,camila cabello - havana (official music video) ft. young thug,419,20.38624001972773,1
803,803,2575,4224896,the monkees - look out here comes tomorrow (with lyrics),2621,13.940848097475023,1
804,804,7223424,3558337835,avril lavigne - alice (official music video),3033,17.196808859678843,1
805,805,211138,140726915,mbongwana star - kala,1301,12.51122374219029,1
806,806,23170315,4049020945,marshmello - blocks (official music video),399,17.986791253604903,1
807,807,24016,15495119,patra - romantic call ft. yo-yo,1953,14.41625677284978,1
808,808,208426,71601678,major. - why i love you,941,18.01351612248916,1
809,809,11530524,7286762307,"it's goin' down (from ""descendants 2"")",513,18.862324873443246,1
810,810,5783,617937,"blueprint ""two-headed monster"" official music video",265,8.916908467543795,1
811,811,2429190,1025249921,russ - losin control (official video),1050,19.241993897104322,1
812,812,173126,45951741,alison wonderland - church,304,14.518565989284111,1
813,813,16378270,9652665548,tiësto & sneaky sound system - i will be here,3419,15.511179376232946,1
814,814,12434667,7017123752,psy - ‘i luv it’ m/v,586,18.25735446510638,1
815,815,2457325,1531661526,khalid - better (official music video),38,17.945646096330485,1
816,816,142782,47960696,vic mensa - omg ft. pusha t,529,14.860219834101338,1
817,817,353752,94197051,kap g - slumped,441,14.184236990114819,1
818,818,197684,40467086,sevdaliza - human,760,16.461184946476816,1
819,819,169890,101876397,sammy bananas - 21 feat. nicky k [official video],431,9.10764297373784,1
820,820,1700,1015927,shabba ranks featuring queen latifah - what'cha gonna do? music video,2127,11.06799681422809,1
821,821,1471,603258,fragil - animales - [fragilperu.blogspot.com] video oficial,3151,10.594357141352015,1
822,822,5687256,4154782405,wanna one (워너원) - 'beautiful (뷰티풀)' m/v (performance ver.),391,17.538680393982954,1
823,823,112722,182955560,daryl hall & john oates - so close,3005,13.798288099168689,1
824,824,4755579,2663839844,passenger | and i love her (official video),1413,16.568758000220836,1
825,825,34315,29605008,roots manuva - 'crying'  (official video),1008,11.125496719348163,1
826,826,107,108536,third eye blind - semicharmed life dubstep remix,1873,6.826545223556594,1
827,827,5471,8995808,only in america,1500,7.86403565907245,1
828,828,120939,39850084,open mike eagle - brick body complex | official video,480,12.145998809503395,1
829,829,1990520,778155035,birdy - keeping your head up [official],1053,16.83433655681322,1
830,830,134940,194871610,lou bega - mambo no. 5 (a little bit of...) (official video),3340,19.07353405613389,1
831,831,544231,549514655,sting & shaggy - morning is coming,281,11.75266651263167,1
832,832,104035,75787475,shai - comforter,3304,15.648675851250948,1
833,833,1572176,848465915,marilyn manson - mobscene (official music video),3358,17.574627132499643,1
834,834,284,22330,club kuru - i'm still a man (official video),284,8.935377071932177,1
835,835,48128,31277480,10 years - wasteland,3470,16.32245671046116,1
836,836,108238,1283633,traveling wilburys - inside out,3338,15.815439084991786,1
837,837,4141115,2743575443,andrew rayel - dark warrior (official music video),1865,13.832702918731918,1
838,838,1430425,1547093474,aerosmith - love in an elevator,3279,17.47030255519219,1
839,839,12888,8022212,shiny toy guns - waiting alone,2132,11.29767567577512,1
840,840,34038358,18142553942,justin bieber - mark my words (purpose : the movement),1129,17.80794472010335,1
841,841,23925563,13852068468,sam feldt x lucas & steve feat. wulf - summer on you (official music video),920,16.477304302347683,1
842,842,1739281,942076496,owl city & carly rae jepsen - good time,2337,19.566616702965668,1
843,843,3581389,2046366372,tyga - taste (official music video) ft. offset,215,19.96946632993626,1
844,844,6006108,1096317393,"6ix9ine, nicki minaj, murda beatz - “fefe” (official music video)",148,20.086694823197952,1
845,845,19252,13469846,javier molina   cowboy cumbia,2695,15.593914909960127,1
846,846,19,3882,depth & current - lost,2568,7.634820677745543,1
847,847,706601,647385804,billie eilish - watch,455,16.64731638251773,1
848,848,126674,86636906,randy houser - what whiskey does (studio video),171,12.52853288531783,1
849,849,7632,3585668,iceage - catch it,308,12.918461021302994,1
850,850,1058202,859041753,u2 - vertigo,3461,17.750042310155948,1
851,851,216306,172261002,jake owen - yee haw,3362,15.255151117321901,1
852,852,5199,463036,kloe - touch (official video),1105,11.755204754592913,1
853,853,2674,998230,john foxx - he's a liquid,3745,11.91406791048637,1
854,854,367076,359679264,dierks bentley - you can’t bring me down,213,12.094967885467208,1
855,855,722125,610927008,"joan jett & the blackhearts - ""a.c.d.c."" blackheart records",4553,13.095717508450154,1
856,856,68143,58248590,oliver heldens x becky hill - gecko (overdrive) [official video],1672,16.971025450731357,1
857,857,93325,54008969,klangkarussell - netzwerk (falls like rain),1683,16.1937294227732,1
858,858,600624,134739933,angerfist & mc nolz - the deadfaced dimension (official music video),1503,15.758486406166533,1
859,859,910011,779196006,mary j. blige - just fine (official music video),3470,17.60350388049646,1
860,860,774985,213330187,jon bellion - all time low (video),838,18.530530913016413,1
861,861,3682,646634,history,702,11.698151134078234,1
862,862,476130,714778815,wiki - mayor (official music video),481,12.512284476701003,1
863,863,17027957,10750782969,despacio - nicky jam ft arcangel (concept video) (álbum fenix),577,15.754918182787245,1
864,864,1936,119170,ariela jacobs - say so,476,7.936302693201959,1
865,865,570855,557069286,kany garcía - cómo decirle (official lyric video),941,16.086705185244973,1
866,866,72996,47728774,barbra streisand with patrick wilson - loving you,839,13.370123050578691,1
867,867,15068594,10499143601,maluma - sin contrato (official music video),843,20.660605678580417,1
868,868,11252,5471706,claptone - dear life ft. jaw (official video),1272,13.742463407555531,1
869,869,2193,5508264,"""hey""- mitchel musso (hq!)",3503,15.462002992900022,1
870,870,126859,28934201,king krule - dum surfer,460,15.090248023230805,1
871,871,30238,26438333,exposé - let me be the one,3340,15.871066982816263,1
872,872,32960,25242162,cazuza - o tempo não para legendado hd,3155,16.411929884995295,1
873,873,112722,182955560,daryl hall & john oates - don't hold back your love,3362,13.766271993278355,1
874,874,117140,25536664,gunz for hire - real warrior [official videoclip],266,11.950412359101131,1
875,875,1854474,1037659107,breathe carolina - chasing hearts (feat. tyler carter),1706,14.872380984719369,1
876,876,2508,198645,joel culpepper - don't mean i'm in love (official video),606,10.688507192523186,1
877,877,457300,191413403,jarren benton - killin my soul feat. hopsin & locksmith (official video),1406,14.434731288355923,1
878,878,19392,15635743,colette carr - never gonna happen,2082,15.660807160622447,1
879,879,16378271,9652665548,steve aoki & afrojack feat. bonnie mckee - afroki (official video),1293,13.83382089587973,1
880,880,70047,19474451,benjamin clementine - jupiter,409,13.062891465961942,1
881,881,2723234,539073898,joyner lucas - frozen,260,16.51712147128158,1
882,882,3350733,2390320725,michael bublé - crazy love (video),3232,16.006881592251677,1
883,883,1540140,182117226,lil xan - the man ft. $teven cannon,262,16.657950674721288,1
884,884,24364,19460035,the monkees - i wanna be free,2074,11.523143086830645,1
885,885,44579,4428982,pj morton first began 'official music video',327,13.91834779282502,1
886,886,41971,6861431,casanova - don't run (official video),921,15.085166883914464,1
887,887,177092,168010704,lauryn hill - doo-wop (that thing) (official video),3099,18.083097992938235,1
888,888,145321,453141037,mc hammer - u can't touch this,3583,19.928752798116882,1
889,889,3057,1837738,quality time,1181,11.520556276133128,1
890,890,26479,4383763,will joseph cook - girls like me,1019,14.95463887434957,1
891,891,14341209,11536374983,[mv] btob(비투비) _ only one for me(너 없인 안 된다),182,16.200629929013928,1
892,892,14341209,11536374983,[mv] aoa _ bing bing(빙빙),715,16.3192318471491,1
893,893,231972,140093608,charlie wilson - my favorite part of you,1267,15.099442127979179,1
894,894,658120,276388304,"kirk knight - ""knight time"" (official music video)",1104,12.808304474863789,1
895,895,3176,2318519,alou sangaré - kanu (akwaaba music),3722,11.52247967777504,1
896,896,762872,856324272,destiny's child - bug a boo (h-town screwed mix),3340,16.494230055475132,1
897,897,3309910,1825664877,green day - bang bang (official music video),824,15.550281422463408,1
898,898,99168,33348861,ben haenow - something i need (official video),1459,16.542617683558824,1
899,899,12759683,9971045235,"calvin harris - faking it (official video) ft. kehlani, lil yachty",419,17.195770744952025,1
900,900,962,202681,antibiotics,667,6.056784013228625,1
901,901,50266,687665,"mazzy star ""quiet, the winter harbor""",241,10.789937442399262,1
902,902,1009,426771,is this the real life,39,8.801770448914539,1
903,903,3545674,167492894,"ciara dancing to ""freak me"" ft tekno in soweto",129,13.995283035280616,1
904,904,194617,84206639,crowder - all my hope ft. tauren wells,423,16.785761522989002,1
905,905,10513763,7076958012,sia - chandelier (official video),1686,21.391707107402574,1
906,906,4157,596975,"sean c. johnson - ""daydreaming"" (official video) ft. the junk band",290,9.22562299550734,1
907,907,3467,1000677,la careta johnny ventura (la careta).mp4,2881,10.06126023640867,1
908,908,163430,101968463,"faith hill - ""let me let go"" (official video)",3317,15.088488113706594,1
909,909,86889,65878342,brian mcknight - the way love goes,1915,10.448047714031748,1
910,910,132767,88146484,babyface - when can i see you,3340,16.055907219528766,1
911,911,492843,297593855,jarabe de palo - hoy no soy yo (videoclip oficial),1770,13.471916823566076,1
912,912,697628,201859576,"hunter hayes featuring jason mraz - ""everybody's got somebody but me"" [official video]",1876,16.122889740922993,1
913,913,4382466,3017121534,kevin gates - really really (official video),1102,19.152687389731106,1
914,914,5687259,4154782405,"지코 (zico) - bermuda triangle (feat. crush, dean) (eng sub) mv",750,17.375576728793384,1
915,915,194022,130531508,martina mcbride - i'm gonna love you through it,2659,15.95989503118427,1
916,916,3282208,3361693339,mariah carey - miss you most (at christmas time) (video),3310,15.402118846366662,1
917,917,218589,105575005,"dropkick murphys - ""the season's upon us"" (video)",2204,16.189946806988626,1
918,918,30410,8595888,gawvi - panorama,59,12.115135390538038,1
919,919,295574,191680217,"brian mcknight - 6, 8, 12",3471,16.42234077069357,1
920,920,5326409,3953694568,aerolinea carrillo - (video oficial) - t3r elemento ft gerardo ortiz - del records 2018,80,18.384276870977086,1
921,921,21885,12584205,sam amidon - warren (official video),452,8.90449432889673,1
922,922,19752,12629701,09. rachel house & auli'i cravalho - i am moana (song of the ancestors) (from moana/movieclip),689,14.75485939661997,1
923,923,4466,152962,un gran vacío,1273,7.437206366871292,1
924,924,17778,5771962,the contortionist - return to earth,479,14.041144605416793,1
925,925,183916,66594430,majid jordan - king city (official video),1046,14.92850985551156,1
926,926,967745,1032006805,shania twain - don't!,3357,16.574345377433655,1
927,927,544231,549514655,sting - desert rose,3471,18.63717243662781,1
928,928,67084,54927695,wizboyy ofuasia - salambala (feat. phyno) [clip officiel hd],1113,14.480828060485406,1
929,929,2515,202583,marcelo jeneci - um de nós (clipe oficial),1309,12.218816101677536,1
930,930,2367,3444044,"partridge family ""walking in the rain, (high quality)",3390,12.535142552384624,1
931,931,45247,34444650,commodores - nightshift,3279,17.225152549992504,1
932,932,14341214,11536374983,[mv] flowsik(플로우식) _ all i need (collab. jessi(제시)),261,12.999307213210813,1
933,933,81403,16449213,"they. ""deep end"" [official music video]",483,13.535673631721581,1
934,934,218893,71928046,"ryan leslie - ""realize"" in-studio",477,12.7006743707046,1
935,935,167394,163536228,salt-n-pepa - shoop,3311,17.714810345438764,1
936,936,265,319364,soggy bottom boys & dan tyminski - i am a man of constant sorrow (best soundtracks 2014 / hq) mu©o,1784,10.418165745617609,1
937,937,257539,250086595,bacon popper - free (official video) [16:9 hd video],1564,9.532278933106054,1
938,938,103,123365,feliz navidad,393,4.356708826689592,1
939,939,762872,856324272,destiny's child - survivor (official music video) ft. da brat,3340,18.251509797590344,1
940,940,1133263,724709308,rupaul - born naked (stadium remix) official music video,1300,14.785903794696758,1
941,941,1258911,348445491,lil durk - remembrance (official video) shot by @jerryphd,143,16.137844845454445,1
942,942,3131993,280746719,"baby ariel - ""aww"" [official music video]",381,17.68003189275855,1
943,943,4668,1173615,fia - love me (official video),141,13.901860716397088,1
944,944,3748291,2590738480,usher - nice & slow (video version),3340,17.185505982144416,1
945,945,16642,9783604,kristina maria - co-pilot ft. corneille,2509,13.920084964719447,1
946,946,149983,104269876,buxxi - vuelve  (vídeo oficial) #reggaeton #musicalatina,2475,15.641333554638116,1
947,947,24127,44968704,darude - feel the beat,4262,16.593266780645894,1
948,948,101694,260636813,billy idol - cradle of love,3569,16.49199021262385,1
949,949,402865,225911161,cage the elephant - aberdeen,2622,15.935983192301826,1
950,950,309387,223810634,reba mcentire - fancy,3470,17.027249455445702,1
951,951,3800306,4113497757,banda ms - es tuyo mi amor (video oficial),661,16.945468608002503,1
952,952,268795,186041267,skank - esquecimento (videoclipe),1460,16.22413542586734,1
953,953,1625318,580605379,"sofia reyes - 1, 2, 3 (feat. jason derulo & de la ghetto) [official video]",304,19.852630850173853,1
954,954,3016994,3227481941,bon jovi - god bless this mess,703,13.825042979723422,1
955,955,179445,23149060,declan mckenna - bethlehem (official video),923,13.800986593978175,1
956,956,865,263645,promise me,919,8.536014945656826,1
957,957,78901,47356150,slick rick - behind bars,3312,14.501890391598756,1
958,958,443049,272834148,"cole swindell - up, bonus video",943,11.6958801546266,1
959,959,1595369,1003205531,i see stars - white lies - acoustic (official music video),255,11.88492340980103,1
960,960,1412590,1236004138,dave grohl - play (official video),130,14.860729453844252,1
961,961,471901,296040345,camelphat & elderbrook 'cola' (official video),423,15.718451766602309,1
962,962,12759683,9971045235,calvin harris - thinking about you ft. ayah marar,1981,18.3515475447628,1
963,963,16378272,9652665548,sofi tukker - f*ck they (official video) [ultra music],510,15.64739449849982,1
964,964,578551,143899034,famous dex x dee:  took time     (official music video),734,10.916596417590297,1
965,965,48109,60439198,robert palmer - addicted to love,3279,17.71351603529447,1
966,966,256903,250735765,benny blanco & calvin harris - i found you (official music video),45,16.87495458910602,1
967,967,323210,482076711,josé josé - amnesia,2940,17.486303609725137,1
968,968,14194,6573822,masterkraft ft cdq & reekado banks - yapa [official video],576,12.39971735280531,1
969,969,6677,14028672,lords of the underground - chief rocka,4597,16.42888063406927,1
970,970,163430,101968463,"faith hill - ""breathe"" (official video)",3338,16.772102079168032,1
971,971,158,109572,girls who play guitar,1223,7.273092595999522,1
972,972,12759683,9971045235,calvin harris - this is what you came for (official video) ft. rihanna,913,21.48730031184068,1
973,973,503000,446600479,creed - one last breath,3302,18.544925064918704,1
974,974,27632,39921528,marilyn manson - tainted love hd 720p (best quality),2691,17.50029692180137,1
975,975,3959274,639375758,tiësto & mesto - coming home,263,14.598715055259216,1
976,976,13370,1355162,solagua  - todo lo que sube baja  ⬆⬇,937,11.380570522913425,1
977,977,15942,9972765,pakole coro coro video official by baby javi films,2335,11.437835472330649,1
978,978,15850,51843422,s club 7 - s club party (official music video) - rachel stevens,4560,16.760793601860467,1
979,979,344080,294058545,sugarland - something more,3360,16.22976912787769,1
980,980,623,854594,congorock - babylon,2750,13.289293762109278,1
981,981,129009,74212692,"havana brown - big banana (official) ft. r3hab, prophet",2098,15.098693261736761,1
982,982,13145362,6516436642,good goodbye (official video) - linkin park (feat. pusha t and stormzy),591,17.599910533395573,1
983,983,886987,447506666,los inquietos del norte - mi amigo el de arriba (video oficial),2229,18.706142390582276,1
984,984,1880769,1082056485,bryan adams - summer of 69,3695,18.23679891456595,1
985,985,4156,994945,"diamond d - its magic ft. alchemist, evidence",1463,12.023849083934532,1
986,986,5471,8995808,you're gonna miss me when i'm gone,691,10.459525519123666,1
987,987,4141116,2743575443,w&w & darren styles feat. giin - long way down (official music video),208,11.911634468581385,1
988,988,130750,79710925,randy travis - before you kill us all (official video),3338,12.768601329718145,1
989,989,902,150062,tia gostelow - that's what you get,544,9.87225485010503,1
990,990,72077,52311706,biggie (feat. junior m.a.f.i.a.),1228,10.01274546347265,1
991,991,15909,4760534,matthew mayfield - open road,3359,12.240672120267552,1
992,992,12759683,9971045235,"calvin harris, dua lipa - one kiss (official video)",229,19.894869327239373,1
993,993,216580,201111859,run-dmc - rock box (video),3340,15.656646051458248,1
994,994,8643490,129584072,avril lavigne - head above water (official video),81,17.716960808273452,1
995,995,11480812,10366987482,paramore: misery business [official video],4234,18.949211025225903,1
996,996,18118049,12543585853,"king louie ""made drill"" (wshh exclusive - official music video)",1457,14.581825483088194,1
997,997,73068,12750058,kodie shane - sing to her (official music video),102,13.671744108241628,1
998,998,2856701,2558947003,maná - arde el cielo [video],3240,16.102858452215443,1
999,999,646463,376112111,"rascal flatts - life is a highway (from ""cars""/official video)",1424,15.478235366241307,1
1000,1000,254817,78383162,vulfpeck /// game winner,886,13.512557813376585,1
1001,1001,5626,2254046,james hype - no drama (feat. craig david) [official video],90,14.419478923427633,1
1002,1002,0,9452563,troy ave - beneath me (official video),1448,11.674653081462434,1
1003,1003,1158661,1217579801,pitbull - dammit man,3472,15.57192899168088,1
1004,1004,7654,2697088,benny ibarra - calaveras,2456,14.272984137992893,1
1005,1005,1694,194874,diet cig - tummy ache (official music video),664,11.306577573573419,1
1006,1006,84958,44019368,casey veggies - tied up ft. dej loaf,1287,16.459238961109413,1
1007,1007,160795,50788335,danielle bradbery - young in america,1676,15.341617077589778,1
1008,1008,254116,139188373,glass animals - psylla,1875,14.971446024675743,1
1009,1009,18118050,12543585853,"g perico ""i love thots"" (wshh exclusive - official music video)",374,12.906590098780558,1
1010,1010,477770,538162257,*nsync - (god must have spent) a little more time on you (videoclip),3340,16.483606027254073,1
1011,1011,883797,980082014,george michael - amazing (official video),3362,17.172948301118833,1
1012,1012,475,465025,jowell & randy - bomba para afincar [official video],741,12.321123062092628,1
1013,1013,611,569582,the monkees - your auntie grizelda,1509,10.547523267314807,1
1014,1014,465,33394,mariana trench,32,8.626406276389554,1
1015,1015,19048668,10073302202,ariana grande - baby i,1928,18.89707935042359,1
1016,1016,1086,266038,beat the clock,291,7.656810091480378,1
1017,1017,4141117,2743575443,frank pole feat. greyson chance - anything (official music video),823,13.19356527386469,1
1018,1018,75,73982,"""mi costeñita"" josé díaz el rey de corazones video oficial 2013",1946,7.466227556215481,1
1019,1019,229013,95214285,jp cooper - good friend (live) - stripped (vevo uk lift),437,13.049981913976307,1
1020,1020,313,7363,earn money ft. the smiths -  stop me (prod. gazpacho.),157,6.152732694704104,1
1021,1021,49347,41429157,the latin brothers - sobre las olas,2399,8.815518423966498,1
1022,1022,44813,67206717,a flock of seagulls - wishing (if i had a photograph of you) (video),2642,15.669800126550449,1
1023,1023,4080,2115913,aymee nuviola - bailando todo se olvida (official video) ft. baby rasta y gringo,781,14.147840656334674,1
1024,1024,2457325,1531661526,khalid & normani - love lies (official music video),304,18.39112510750581,1
1025,1025,36028,23692545,rob base & dj ez rock - it takes two,1965,16.96032477268094,1
1026,1026,2105853,1443578651,kelly clarkson - miss independent,3002,16.191496380217593,1
1027,1027,11891,7001206,shai - if i ever fall in love (acapella version) (hq),3144,13.256458860899677,1
1028,1028,13779316,11604416826,"enrique iglesias - noche y de dia ft. yandel, juan magan",1389,18.75310260314421,1
1029,1029,6717,4932757,don't come easy,60,7.9483852851118995,1
1030,1030,6825589,2267694769,kendrick lamar - dna.,608,19.055880053250487,1
1031,1031,10707,49611170,manu chao - me gustas tu,4276,17.71472688686519,1
1032,1032,1586632,1178688597,florida georgia line - dirt,1623,17.95793047338375,1
1033,1033,264477,92466103,devin wild - it feels so good (official videoclip),235,11.613693451089512,1
1034,1034,1031233,687775860,enter shikari - the last garrison (official music video),1497,13.08627184325972,1
1035,1035,8813313,8106282989,trans-siberian orchestra - wizards in winter (official video),3338,15.239160913961245,1
1036,1036,163430,101968463,"faith hill - ""the way you love me"" (official video)",3317,16.109280309760642,1
1037,1037,2133049,1315317247,mac miller - my favorite part (feat. ariana grande),734,17.755724595711552,1
1038,1038,7825,3016267,dj koze - pick up (official video),249,14.44413415060848,1
1039,1039,1318,418807,tired lion - suck - live,980,8.696844519654313,1
1040,1040,18118050,12543585853,"the lox ""the family"" (wshh exclusive - official music video)",689,13.975552422067148,1
1041,1041,599931,168832863,boosie badazz - god wants me to ball feat. london jae (official video),395,16.234292629490813,1
1042,1042,13779316,11604416826,enrique iglesias - lloro por ti ft. wisin & yandel (remix),3284,18.842058071852424,1
1043,1043,44370,36135025,scuzz twittly - in cuntry,2179,15.103542761477545,1
1044,1044,100595,40757640,marc e. bassy - you & me ft. g-eazy,940,17.07941967019803,1
1045,1045,1085,194824,"dance theatre of harlem 2017 new york season ""high above"" with india arie",633,11.140933816919603,1
1046,1046,218219,129765186,lil b - unchain me *video*monumental! historical music!,2613,12.514630298869271,1
1047,1047,122654,132663855,old dominion - snapback,1026,16.683746732671015,1
1048,1048,152,16718,africa,1488,5.10594547390058,1
1049,1049,56832,24329380,becca - sumye (official music video),230,13.896272699091183,1
1050,1050,1395421,237468296,burn - ellie goulding (official cover music video by kina grannis & sisters),1791,13.52100123277003,1
1051,1051,79908,10692808,"talib kweli - push thru ft. kendrick lamar & curren$y, prod. s1 (official video)",2324,14.229892459709644,1
1052,1052,473070,139519109,"[mv] 이달의 소녀 (loona) ""hi high""",119,16.75948232273991,1
1053,1053,22895,44669966,kt tunstall - love is an ocean,760,12.041628334262176,1
1054,1054,12678648,7517792346,chris brown - picture me rollin' (official music video) (explicit version),1096,17.396912451505795,1
1055,1055,286529,326869549,latin bitman - help me (feat. francisca valenzuela),3302,13.796689548723409,1
1056,1056,78112,16066480,sahbabii - outstanding ft. 21 savage (a vertical visual experimentation avve video),241,13.599284277075814,1
1057,1057,534308,108778795,"janet jackson - ""no sleeep"" feat. j. cole (music video)",1242,16.878881526521983,1
1058,1058,1266073,956175336,natalia lafourcade - tú sí sabes quererme (en manos de los macorinos),682,18.944596131726776,1
1059,1059,1166159,157029174,dharius - mala vibra,796,16.669762673856294,1
1060,1060,2323224,1362353039,calle 13 - la vida (respira el momento) (official video) [explicit],1281,16.617596005276134,1
1061,1061,466659,378489982,little big town - tornado,2232,16.778125920207668,1
1062,1062,8505191,6030114049,michael jackson - they don’t care about us (brazil version) (official video),3362,20.130508174483403,1
1063,1063,35829,5525755,trevor hall - the fruitful darkness - kickstarter campaign,490,9.407222080101468,1
1064,1064,41246,24104215,"diana fuentes, gente de zona - la vida me cambió (official video)",542,16.875669908946218,1
1065,1065,13686598,9096327428,apes**t - the carters,184,18.763237439795482,1
1066,1066,26526306,12161162779,eminem - just don't give a f***,3471,16.33844698766703,1
1067,1067,464406,318194858,leonel garcía - cántale,52,12.08134240885872,1
1068,1068,13779316,11604416826,"enrique iglesias, juan luis guerra - cuando me enamoro",3135,20.20474576670564,1
1069,1069,811067,629024651,jax jones - breathe (official video) ft. ina wroldsen,328,18.726408054808427,1
1070,1070,80201,46720128,"diplo (ft. nicky da b) - ""express yourself"" (official music video)",2470,15.449894904431895,1
1071,1071,50334,33168781,lisa lisa & cult jam - lost in emotion (video),1884,15.315965401209398,1
1072,1072,971057,829855598,"train - call me sir (official video) ft. cam, travie mccoy",118,14.13344415383592,1
1073,1073,80860,35046808,"dj esco - code of honor ft. future, schoolboy q",266,15.317470158236212,1
1074,1074,14224,22825983,wang chung - dance hall days,3358,16.112879168742356,1
1075,1075,1072052,708334821,axel - bailas para amar,325,14.278233371279132,1
1076,1076,62508,46237619,"charles bradley ""strictly reserved for you""",2090,14.525205564894016,1
1077,1077,12323,2063477,cherry glazerr - told you i'd be with the guys (official video),838,14.115506255596898,1
1078,1078,85896,63041913,eric b. & rakim - follow the leader,3471,15.588626647708685,1
1079,1079,589045,405842042,walk the moon - one foot (official video),451,16.350369791288554,1
1080,1080,6425,3088011,blood on my hands,117,10.132414348606066,1
1081,1081,59578,118032787,poison - talk dirty to me,3581,17.0467877668052,1
1082,1082,8363,891722,opiuo - ginger lizard [official music video],314,10.78338397321718,1
1083,1083,268,266729,contagious,667,5.484796933490655,1
1084,1084,1577286,1226535411,iwan fals - maaf cintaku (official video),2152,14.736133492283614,1
1085,1085,36846,25789512,close your eyes,984,11.653799831850009,1
1086,1086,36846,25789512,you make me feel so young,983,9.693260226488464,1
1087,1087,22909,1829833,rayvon owen - can't fight it,1037,13.937677746938382,1
1088,1088,236875,151726292,jay worthy / the alchemist - stepping out (feat. $ha hef) (official video),545,11.301228649089653,1
1089,1089,606433,220418769,chris brown & tyga - better (music video),1352,13.020423670768597,1
1090,1090,0,4671781,"ded - ""anti-everything"" (music video)",647,14.255815000114973,1
1091,1091,13686598,9096327428,beyoncé - rocket,1484,16.45386992977793,1
1092,1092,11395,11816206,the verve pipe - the freshmen,2266,16.228757658839502,1
1093,1093,15776,6823241,bone thugs-n-harmony - if i could teach the world (dirty) (official video),678,11.535498760222525,1
1094,1094,273341,167637762,mobb deep - shook ones,1884,18.224330803901374,1
1095,1095,5213298,4559889445,britney spears - perfume,1833,17.38087449271336,1
1096,1096,461382,374174197,αντύπας - φοίβος - ελληνικά μιλάω  - official video clip,354,15.520000253184701,1
1097,1097,104622,99816956,sisqo - thong song,3471,18.289277348392318,1
1098,1098,6770187,2059760127,trippie redd - rack city/love scars 2 ft. forever anti pop & chris king (dir. by @_colebennett_),441,17.045267171764344,1
1099,1099,1732370,924590671,blake shelton - honey bee (official music video),2777,17.665495188948515,1
1100,1100,2564904,1692872968,ciara - like a boy (official video),3340,19.033222875838042,1
1101,1101,28144,10304457,alex christensen & the berlin orchestra - l'amour toujours,367,13.78812702810134,1
1102,1102,28,34388,suspect my tears,67,8.3654396361887,1
1103,1103,7928,23150577,divinyls - i touch myself,3574,16.951716433647018,1
1104,1104,163872,120944830,tina turner - better be good to me,3566,15.816784050366643,1
1105,1105,0,162726,pink flamingos - erik dylan (featuring emily earle),846,11.96505148787744,1
1106,1106,51490,26031831,"mase, black rob, lox, dmx - 24 hours to live (dirty music video)",2825,15.002224073963767,1
1107,1107,13686598,9096327428,beyoncé - pretty hurts (video),1698,19.22539887394205,1
1108,1108,36105,40253854,jefferson starship - find your way back,2033,14.603117101941455,1
1109,1109,591177,276253233,"happy xmas (war is over) - john & yoko, the plastic ono band with the harlem community choir",3037,16.7273011744772,1
1110,1110,6778,6897528,mickey newbury : an american trilogy,4123,12.846604605711708,1
1111,1111,5687259,4154782405,지코 (zico) - anti (feat. g.soul) mv,523,15.629106858601494,1
1112,1112,236347,98747067,banda magda - le tigre malin narration (official music video),458,8.751632702472298,1
1113,1113,437787,592408808,bruce springsteen - better days,3362,15.46835732411138,1
1114,1114,482175,441559024,snow patrol - what if this is all the love you ever get?,229,15.222209326058941,1
1115,1115,37374,4528938,mogli - alaska,642,13.957542964362437,1
1116,1116,21143,4988555,romain virgo - lovesick | official music video,917,14.29894299085876,1
1117,1117,1142001,519540219,espinoza paz - por qué creí en ti? (video oficial),723,16.447210603301887,1
1118,1118,4184307,4409128196,ricky martin - juramento (official music video),3362,15.285454192197964,1
1119,1119,2435086,1869139037,vamps – calling,642,11.59973598845681,1
1120,1120,3182199,2967746576,ac/dc - who made who (official video),2110,17.389388728758696,1
1121,1121,292883,74650085,"fedde le grand, deniz koyu & johan wedel - turn it [official music video]",2471,13.438195493272456,1
1122,1122,111779,82484195,aterciopelados - play (video oficial) ft. ana tijoux,248,14.595632823188623,1
1123,1123,121,76924,mirror mountain,690,6.870053411798126,1
1124,1124,1659251,1291530331,luke bryan - drunk on you,2458,17.8310486272511,1
1125,1125,42847,31063327,bass drum of death - shattered me (official video),2068,12.61157775283836,1
1126,1126,5279,757952,cautious clay - cold war (acoustic),312,10.612286601034295,1
1127,1127,582967,523581796,disnay ft. leo - mas amor - (salsa 2017 - salsa cubana),423,12.85819989531511,1
1128,1128,3819,317515,mink slide - it's time     (official video),287,12.18882475212062,1
